name;money;skill;cheat;awarness
Invest872;99;4;1;23
Invest140;1527;81;46;95
Invest7;256;11;88;99
Invest547;1223;55;64;48
Invest598;356;21;35;42
Invest573;1265;81;8;14
Invest734;896;48;67;25
Invest165;75;8;70;8
Invest352;1028;44;75;92
Invest607;1511;81;4;99
Invest726;81;6;39;84
Invest139;94;11;61;70
Invest345;649;36;63;17
Invest319;1390;78;19;24
Invest371;1397;69;59;61
Invest644;57;21;10;14
Invest853;1113;67;28;48
Invest704;296;25;40;20
Invest121;890;50;32;93
Invest670;42;4;9;54
Invest816;97;3;62;97
Invest798;2017;72;93;92
Invest820;725;53;20;21
Invest397;54;3;36;7
Invest435;1763;85;56;51
Invest134;632;42;1;22
Invest159;80;19;31;3
Invest78;1600;84;14;88
Invest203;726;28;82;86
Invest304;1485;83;73;14
Invest968;934;50;86;24
Invest622;812;53;8;3
Invest640;2203;96;54;11
Invest141;1658;99;21;3
Invest409;56;8;4;16
Invest85;99;6;16;94
Invest60;100;2;74;93
Invest997;2927;90;91;66
Invest972;96;11;44;82
Invest326;1647;73;98;11
Invest574;31;9;77;23
Invest46;1667;92;7;82
Invest102;1819;100;3;60
Invest900;1586;75;53;48
Invest191;1567;93;25;49
Invest658;96;11;50;47
Invest514;831;42;78;35
Invest770;462;31;13;61
Invest412;88;11;89;47
Invest871;679;38;32;35
Invest495;337;20;41;71
Invest599;2322;91;75;33
Invest507;1344;76;13;17
Invest682;64;21;54;6
Invest839;497;29;12;37
Invest333;353;22;30;64
Invest131;93;6;67;33
Invest293;91;9;60;26
Invest82;638;31;66;82
Invest456;628;30;96;23
Invest788;75;1;89;57
Invest289;62;11;63;24
Invest170;81;8;46;74
Invest406;1695;79;100;33
Invest144;913;51;54;63
Invest311;1469;84;19;90
Invest355;62;7;62;18
Invest643;239;14;100;87
Invest766;332;20;42;67
Invest194;98;9;73;96
Invest329;864;45;76;33
Invest889;906;63;26;42
Invest245;1305;77;50;50
Invest492;848;38;89;11
Invest744;1608;93;47;54
Invest978;363;20;84;78
Invest552;411;27;89;15
Invest687;386;20;15;80
Invest783;53;1;64;1
Invest254;95;14;20;79
Invest160;1658;61;79;88
Invest346;90;4;5;7
Invest238;669;36;99;82
Invest415;99;4;58;55
Invest2;48;1;87;37
Invest811;96;8;6;23
Invest213;617;37;64;62
Invest362;1994;85;79;30
Invest403;800;33;84;84
Invest896;329;20;20;66
Invest358;849;51;10;60
Invest343;375;24;42;39
Invest178;1801;100;24;74
Invest530;280;15;15;100
Invest877;1141;68;45;30
Invest668;2571;89;98;11
Invest422;76;15;64;33
Invest5;84;13;53;49
Invest780;976;57;36;23
Invest567;100;12;85;72
Invest156;85;12;75;41
Invest712;1585;89;33;81
Invest885;84;10;15;44
Invest96;1801;65;84;83
Invest813;1935;84;84;59
Invest113;935;39;77;97
Invest794;98;14;10;42
Invest487;1198;74;11;32
Invest983;2152;86;78;69
Invest120;97;3;9;43
Invest217;814;46;62;26
Invest318;98;3;25;73
Invest183;1442;87;14;40
Invest534;482;31;44;56
Invest623;868;54;25;55
Invest174;1118;46;86;7
Invest202;1940;80;59;97
Invest998;1030;55;39;72
Invest275;1377;81;31;25
Invest948;90;6;48;89
Invest224;260;13;93;86
Invest189;97;1;20;18
Invest369;723;34;70;84
Invest721;65;7;25;92
Invest870;1513;69;58;62
Invest268;422;27;41;55
Invest306;1312;52;85;84
Invest481;854;55;52;48
Invest19;99;2;1;72
Invest400;1307;85;18;1
Invest743;899;48;74;69
Invest226;1886;72;73;90
Invest826;100;3;44;10
Invest248;986;50;97;32
Invest471;55;6;66;74
Invest265;57;14;87;18
Invest660;1248;72;36;59
Invest641;1295;66;62;30
Invest891;84;3;80;36
Invest493;586;34;16;79
Invest133;95;12;11;6
Invest701;1315;61;81;2
Invest192;81;16;56;2
Invest187;57;3;4;31
Invest932;69;20;35;22
Invest838;1462;80;73;12
Invest760;1068;67;18;60
Invest517;87;19;89;29
Invest228;723;39;93;36
Invest925;94;1;40;70
Invest235;44;4;2;11
Invest434;1037;45;95;72
Invest824;80;2;65;35
Invest636;650;40;45;64
Invest950;886;49;22;66
Invest340;1606;95;48;83
Invest469;457;31;30;8
Invest716;1449;74;70;17
Invest166;66;8;68;48
Invest271;605;37;85;16
Invest807;657;42;19;5
Invest805;854;40;53;82
Invest350;1270;62;94;29
Invest110;839;44;55;50
Invest447;90;15;29;40
Invest751;1836;75;95;81
Invest848;92;16;23;55
Invest713;349;20;29;93
Invest137;1597;97;28;49
Invest286;96;2;71;79
Invest149;2085;91;87;2
Invest586;65;6;82;26
Invest72;99;3;54;95
Invest915;181;10;42;96
Invest523;86;2;91;13
Invest488;956;39;83;98
Invest982;596;41;53;23
Invest795;1178;71;12;34
Invest504;96;19;20;13
Invest631;1496;92;33;26
Invest182;98;10;81;22
Invest593;184;18;26;59
Invest501;1359;80;2;29
Invest735;655;37;11;82
Invest443;2343;87;76;60
Invest370;1553;99;50;13
Invest969;463;34;41;5
Invest424;1352;77;3;14
Invest516;1131;62;34;64
Invest151;307;16;1;80
Invest288;1324;77;40;41
Invest715;1476;89;22;4
Invest603;1136;70;48;52
Invest18;1050;55;100;25
Invest199;414;29;85;41
Invest259;3623;96;93;98
Invest708;1919;80;74;79
Invest401;843;34;90;83
Invest513;1550;89;42;50
Invest550;1516;68;57;64
Invest625;1237;76;7;2
Invest539;1090;71;45;16
Invest446;1151;76;46;23
Invest211;1643;99;10;7
Invest154;2856;99;83;76
Invest752;1598;96;16;39
Invest292;868;45;90;20
Invest173;1295;63;89;19
Invest591;1241;64;71;33
Invest677;1570;73;54;78
Invest618;1506;83;2;72
Invest169;1036;64;47;37
Invest767;1056;61;21;64
Invest771;1286;71;32;28
Invest244;874;37;81;94
Invest629;905;48;87;3
Invest980;982;63;23;31
Invest655;1760;99;47;72
Invest911;1824;85;71;27
Invest604;230;16;2;86
Invest491;1471;92;14;32
Invest184;574;41;28;36
Invest784;1255;50;62;94
Invest484;708;39;24;71
Invest452;1777;73;77;70
Invest549;975;55;65;10
Invest448;801;53;50;3
Invest246;2576;86;93;36
Invest907;2194;91;78;65
Invest430;263;21;63;39
Invest67;98;19;31;28
Invest419;518;34;72;23
Invest806;484;31;17;49
Invest882;1637;81;67;33
Invest282;1179;71;41;48
Invest379;361;25;3;27
Invest828;1024;54;8;85
Invest990;828;50;93;3
Invest632;1097;64;40;76
Invest693;377;23;8;76
Invest256;1234;74;25;18
Invest781;1169;64;60;1
Invest680;671;39;15;45
Invest570;862;44;31;98
Invest101;1221;55;83;62
Invest800;1197;67;30;87
Invest499;874;46;13;34
Invest260;1656;76;64;70
Invest740;1284;57;77;54
Invest433;729;45;44;67
Invest799;1403;75;38;83
Invest689;1780;90;52;23
Invest13;379;34;42;8
Invest664;1135;59;68;63
Invest758;453;24;68;73
Invest426;1250;68;40;37
Invest895;424;29;16;32
Invest440;824;51;36;11
Invest61;1131;54;87;60
Invest190;2415;99;88;49
Invest398;858;55;20;22
Invest250;948;55;55;20
Invest310;661;46;55;14
Invest559;1074;50;66;92
Invest967;689;40;56;46
Invest83;642;35;37;94
Invest57;2695;98;79;94
Invest844;1050;46;77;74
Invest123;2543;89;98;61
Invest354;431;26;72;19
Invest477;942;43;83;74
Invest930;1129;51;76;4
Invest717;602;32;21;86
Invest578;531;26;73;69
Invest230;1237;51;91;36
Invest894;1229;56;62;64
Invest150;1785;93;59;20
Invest695;1458;71;80;43
Invest512;2014;83;73;43
Invest913;1653;98;37;2
Invest425;733;49;8;18
Invest750;1322;76;48;54
Invest374;2668;96;72;54
Invest909;914;52;27;75
Invest23;911;61;30;5
Invest428;456;36;39;2
Invest486;1805;95;55;8
Invest291;1592;86;40;83
Invest804;1277;74;61;34
Invest634;903;47;77;22
Invest887;1458;70;51;67
Invest792;1523;72;82;9
Invest107;2591;91;92;22
Invest320;990;55;22;79
Invest843;1808;91;69;16
Invest916;239;15;7;56
Invest117;1255;50;94;47
Invest502;1032;45;78;83
Invest756;412;33;18;17
Invest330;1216;66;16;70
Invest476;2057;95;59;40
Invest408;1381;76;64;20
Invest277;1867;100;37;95
Invest749;707;40;80;18
Invest158;578;36;17;41
Invest797;885;46;67;47
Invest240;2163;99;63;22
Invest252;2159;92;80;75
Invest785;403;22;10;92
Invest906;482;36;59;8
Invest99;1169;71;29;35
Invest479;870;51;55;21
Invest207;1196;65;85;46
Invest580;507;27;59;71
Invest730;1209;64;31;74
Invest55;798;51;5;13
Invest438;2205;81;90;56
Invest532;554;37;58;9
Invest393;1908;87;87;29
Invest420;890;52;50;20
Invest233;516;35;25;14
Invest466;2187;95;62;56
Invest367;2615;98;79;39
Invest723;145;19;75;29
Invest817;813;48;21;75
Invest867;1066;63;9;35
Invest899;1626;97;45;27
Invest21;957;54;53;29
Invest127;2414;99;90;45
Invest918;391;21;58;64
Invest336;1637;95;8;40
Invest737;791;58;36;30
Invest498;973;42;93;71
Invest759;1729;98;38;39
Invest947;1820;91;74;47
Invest459;1696;86;76;27
Invest394;1779;100;27;67
Invest437;778;38;78;65
Invest608;628;41;39;8
Invest8;1543;64;85;67
Invest922;1657;93;44;42
Invest615;952;46;94;33
Invest538;891;49;59;59
Invest709;1391;60;82;45
Invest542;2283;94;58;32
Invest17;1344;80;20;8
Invest720;721;47;69;30
Invest267;686;49;9;2
Invest520;2159;95;91;8
Invest206;1424;64;70;57
Invest612;2660;94;69;94
Invest706;1736;91;77;4
Invest391;454;32;84;29
Invest646;790;49;47;39
Invest220;1079;52;83;9
Invest653;417;29;1;30
Invest339;902;61;8;34
Invest108;1478;84;39;50
Invest387;219;23;65;13
Invest115;1344;83;8;25
Invest836;1600;94;9;18
Invest908;767;38;69;46
Invest485;2189;90;87;15
Invest985;876;37;86;51
Invest34;1504;84;46;60
Invest463;2164;84;65;79
Invest956;362;28;41;9
Invest97;1118;61;56;10
Invest829;1615;65;68;34
Invest710;330;26;90;8
Invest75;1266;53;74;94
Invest31;422;30;39;7
Invest627;325;25;72;67
Invest571;880;51;28;55
Invest444;1105;61;12;95
Invest754;570;28;95;53
Invest905;1137;45;86;94
Invest861;1680;72;87;30
Invest92;496;35;8;8
Invest390;798;56;6;48
Invest423;1687;91;62;25
Invest645;1181;64;8;96
Invest519;393;26;13;14
Invest73;862;47;40;66
Invest700;906;56;51;48
Invest596;1487;68;59;61
Invest764;1535;89;20;36
Invest963;1611;92;3;87
Invest414;1789;66;82;99
Invest959;1364;57;95;43
Invest302;898;47;75;35
Invest869;1849;81;54;79
Invest613;809;52;6;3
Invest186;1413;87;2;22
Invest837;870;50;57;29
Invest674;1427;80;26;86
Invest436;863;52;44;30
Invest359;258;15;39;91
Invest215;1187;72;12;3
Invest684;1923;77;76;42
Invest164;348;24;19;49
Invest667;3657;98;76;100
Invest363;277;17;16;53
Invest41;218;12;16;95
Invest786;1059;61;93;5
Invest241;1314;71;72;21
Invest691;1776;99;15;44
Invest273;2314;89;53;93
Invest196;1497;88;50;39
Invest533;964;57;24;8
Invest562;759;50;29;2
Invest392;1763;67;85;37
Invest157;1344;78;36;6
Invest179;1026;56;45;100
Invest529;1149;67;24;7
Invest931;1300;76;50;83
Invest421;1538;72;60;48
Invest509;314;18;12;93
Invest417;1749;100;16;69
Invest893;453;21;54;94
Invest568;1187;49;89;69
Invest966;738;31;71;80
Invest834;1365;57;65;36
Invest95;923;45;53;8
Invest630;338;19;82;64
Invest47;1750;63;98;93
Invest118;971;47;62;58
Invest22;416;24;59;40
Invest802;2351;99;67;43
Invest59;1475;67;63;73
Invest263;487;34;2;19
Invest337;1525;72;100;3
Invest497;829;46;3;73
Invest100;2433;96;84;29
Invest973;1978;86;54;60
Invest790;591;42;31;39
Invest225;1607;81;53;2
Invest266;935;52;50;92
Invest0;1334;80;2;44
Invest66;1420;71;74;45
Invest360;1629;72;92;5
Invest147;319;25;16;10
Invest427;2816;95;82;44
Invest890;1104;47;87;71
Invest864;582;32;78;62
Invest128;449;27;80;17
Invest565;597;28;79;83
Invest222;1048;56;40;97
Invest699;1842;95;22;98
Invest378;471;31;11;49
Invest494;1221;69;34;18
Invest132;1220;55;63;43
Invest70;1449;89;21;51
Invest521;995;58;49;59
Invest827;2843;96;93;98
Invest681;2011;73;94;69
Invest917;1201;74;24;9
Invest270;673;29;75;97
Invest986;1059;68;40;63
Invest510;893;47;54;78
Invest791;425;28;78;59
Invest416;1865;65;96;84
Invest347;1879;81;69;52
Invest936;1649;67;59;83
Invest278;1089;50;85;59
Invest315;1579;90;14;13
Invest611;1563;95;31;3
Invest560;1439;77;37;88
Invest849;2445;81;71;86
Invest503;1133;64;3;96
Invest10;1282;65;83;20
Invest253;999;48;87;43
Invest198;1436;83;33;84
Invest351;230;26;94;13
Invest152;302;22;38;23
Invest647;1479;67;58;81
Invest445;432;24;99;27
Invest727;1678;97;14;23
Invest777;1478;87;24;45
Invest462;1508;89;22;35
Invest155;422;29;26;37
Invest239;328;28;30;54
Invest74;1274;76;41;5
Invest676;1688;62;87;80
Invest626;1232;76;41;24
Invest964;1007;62;21;25
Invest940;3342;95;94;91
Invest914;814;46;13;87
Invest856;2207;97;68;21
Invest933;1052;64;15;4
Invest361;1228;69;15;1
Invest929;614;42;9;49
Invest592;577;31;3;73
Invest755;1755;96;36;41
Invest878;1826;80;97;24
Invest731;913;53;48;53
Invest344;1651;80;52;26
Invest45;1780;72;67;70
Invest167;1722;97;35;50
Invest765;900;51;14;33
Invest926;1387;85;9;18
Invest142;2771;100;81;76
Invest86;654;28;84;77
Invest79;1673;89;2;88
Invest380;1619;88;48;85
Invest772;1684;99;20;2
Invest901;2608;100;55;94
Invest500;643;36;79;38
Invest859;1081;60;8;43
Invest474;904;53;45;93
Invest597;736;34;58;39
Invest996;900;59;18;18
Invest702;789;44;50;81
Invest601;358;21;57;84
Invest616;743;44;80;27
Invest582;1550;92;18;4
Invest923;395;28;19;25
Invest249;1591;98;14;26
Invest888;1539;63;93;40
Invest642;2597;99;92;41
Invest683;1102;63;21;92
Invest787;1966;99;66;8
Invest104;930;38;81;92
Invest818;1187;49;89;93
Invest231;568;32;47;68
Invest145;970;42;79;92
Invest395;1166;62;81;19
Invest205;906;59;14;2
Invest866;465;25;82;68
Invest989;2360;99;75;38
Invest332;1679;62;79;68
Invest42;1546;68;54;86
Invest16;1740;93;8;95
Invest455;872;41;93;4
Invest892;1539;91;13;7
Invest171;845;45;6;100
Invest219;1660;95;43;39
Invest782;930;53;13;56
Invest858;621;39;33;39
Invest87;457;32;15;25
Invest739;1399;79;29;80
Invest119;1878;90;71;1
Invest688;2317;80;94;82
Invest457;727;32;86;78
Invest775;936;43;90;71
Invest952;1148;59;99;39
Invest537;1261;77;41;36
Invest602;2435;88;77;84
Invest746;1265;81;18;22
Invest114;1522;55;75;97
Invest801;1102;61;2;71
Invest862;228;10;85;92
Invest659;1252;78;40;3
Invest58;1665;96;9;61
Invest175;1477;93;6;2
Invest897;956;49;73;51
Invest129;1537;78;8;94
Invest505;1391;69;53;62
Invest284;316;15;74;96
Invest172;721;44;10;36
Invest48;1066;59;13;87
Invest819;700;33;51;88
Invest258;895;54;20;60
Invest583;1283;56;55;77
Invest342;1797;98;13;93
Invest52;1490;81;2;89
Invest522;875;40;75;72
Invest566;1218;65;46;85
Invest377;866;51;63;33
Invest579;439;25;20;57
Invest111;1775;100;15;91
Invest729;1618;88;30;85
Invest65;887;56;24;53
Invest168;1483;83;10;91
Invest678;298;17;4;91
Invest637;1158;64;9;82
Invest432;693;35;39;71
Invest91;628;45;14;69
Invest987;2569;82;71;95
Invest595;671;50;41;4
Invest323;834;52;21;17
Invest910;685;39;55;2
Invest29;1415;84;29;74
Invest4;1337;67;59;16
Invest868;841;51;48;80
Invest204;627;33;58;44
Invest490;1076;52;53;62
Invest236;1580;97;42;12
Invest685;1090;62;11;42
Invest962;2594;100;67;67
Invest525;2107;97;66;38
Invest809;291;22;87;21
Invest33;1511;90;39;49
Invest846;996;65;2;10
Invest965;1768;100;4;63
Invest181;1585;81;8;92
Invest274;1048;53;51;1
Invest692;1168;66;9;66
Invest299;579;34;85;73
Invest40;480;26;62;25
Invest719;2551;85;88;36
Invest461;1265;59;89;29
Invest14;1410;76;76;44
Invest405;849;56;25;13
Invest325;542;31;90;58
Invest556;1008;55;47;99
Invest554;379;16;94;92
Invest778;1528;91;25;8
Invest81;1471;88;16;3
Invest928;480;30;70;45
Invest666;789;51;30;1
Invest229;1659;62;94;91
Invest77;583;34;79;42
Invest590;1435;70;63;27
Invest842;1386;75;25;99
Invest441;693;44;43;38
Invest942;607;32;44;78
Invest535;1471;78;15;100
Invest372;712;40;1;87
Invest741;952;57;24;33
Invest672;1268;76;3;11
Invest296;292;19;96;31
Invest473;763;47;21;21
Invest852;222;23;75;6
Invest697;1195;74;47;16
Invest264;1774;93;56;9
Invest874;1020;63;38;34
Invest163;711;41;17;2
Invest50;1700;75;56;55
Invest821;3455;98;97;90
Invest188;728;48;29;1
Invest564;1596;98;6;1
Invest232;675;39;25;39
Invest105;700;40;59;3
Invest773;259;18;20;69
Invest845;759;41;89;9
Invest480;3107;83;90;99
Invest557;904;58;30;66
Invest56;1156;55;79;22
Invest975;706;39;54;56
Invest210;1062;51;66;45
Invest665;435;24;7;80
Invest43;1560;94;50;41
Invest307;1425;81;28;69
Invest581;2105;79;96;66
Invest39;779;49;23;13
Invest639;1050;64;47;52
Invest884;1485;76;75;10
Invest185;689;37;6;56
Invest953;626;34;20;99
Invest314;520;31;28;51
Invest511;1108;59;52;4
Invest261;347;21;82;90
Invest937;499;23;52;97
Invest944;669;43;31;41
Invest290;1311;78;18;70
Invest209;1093;56;49;98
Invest960;2205;78;70;100
Invest153;1326;52;72;74
Invest548;589;38;9;56
Invest451;880;50;23;32
Invest912;2040;94;57;4
Invest49;685;38;3;89
Invest589;884;56;14;26
Invest675;484;30;32;81
Invest197;1711;89;56;20
Invest257;968;40;91;87
Invest283;1564;63;86;81
Invest317;568;31;30;90
Invest649;746;46;12;67
Invest650;1372;85;37;74
Invest368;1148;50;90;23
Invest769;1733;100;30;63
Invest242;637;35;62;58
Invest216;1381;75;52;45
Invest855;437;21;99;33
Invest941;1720;82;100;15
Invest814;1014;65;14;26
Invest776;725;46;81;53
Invest112;1519;92;50;23
Invest545;810;35;72;86
Invest384;1449;75;67;11
Invest279;2266;93;55;100
Invest694;795;35;54;75
Invest470;1469;79;3;74
Invest27;1234;53;78;73
Invest605;894;52;21;1
Invest418;527;35;57;32
Invest321;1483;72;64;47
Invest881;935;56;43;62
Invest728;1293;77;22;9
Invest365;511;28;89;59
Invest12;2040;62;100;83
Invest880;2412;92;95;15
Invest976;1524;90;42;35
Invest793;1574;95;28;4
Invest690;770;43;28;78
Invest939;778;44;33;45
Invest531;747;38;2;94
Invest527;740;44;49;50
Invest657;477;37;24;6
Invest508;1068;43;100;39
Invest938;1114;62;19;93
Invest669;1295;76;48;8
Invest281;649;44;30;36
Invest528;555;30;95;42
Invest255;955;55;11;90
Invest68;469;29;4;45
Invest53;530;27;76;74
Invest747;1612;71;64;49
Invest575;1110;70;7;16
Invest865;960;48;25;94
Invest673;374;17;85;85
Invest24;1764;78;75;32
Invest830;961;62;47;12
Invest981;2353;95;71;51
Invest195;787;46;73;15
