name;money;skill;cheat;awarness
Invest180;1479;96;34;5
Invest173;62;9;28;72
Invest25;1253;74;42;50
Invest292;510;32;14;3
Invest745;2230;73;93;94
Invest200;544;40;45;19
Invest308;1418;89;38;47
Invest699;1006;65;13;14
Invest154;947;59;43;63
Invest677;2918;97;98;67
Invest222;1968;93;73;15
Invest378;96;11;21;7
Invest494;919;42;57;97
Invest976;1092;66;23;20
Invest767;978;61;17;16
Invest431;1393;76;26;98
Invest169;38;1;92;4
Invest980;384;28;42;68
Invest244;714;48;47;48
Invest468;693;46;5;43
Invest921;1534;56;79;93
Invest618;350;29;72;13
Invest132;40;2;2;12
Invest827;1057;68;11;10
Invest943;705;32;68;83
Invest521;276;24;50;42
Invest805;94;11;22;84
Invest506;518;35;48;30
Invest88;89;16;31;39
Invest110;763;34;81;89
Invest655;79;16;96;73
Invest356;1062;49;51;96
Invest681;1419;82;32;61
Invest218;681;47;13;15
Invest793;703;42;29;61
Invest789;1584;74;88;74
Invest106;1008;58;23;39
Invest629;543;38;30;24
Invest295;985;59;37;29
Invest831;505;29;58;30
Invest939;488;32;21;63
Invest543;1328;74;35;69
Invest92;536;27;62;88
Invest270;743;49;37;21
Invest917;1159;68;48;71
Invest70;333;20;73;74
Invest591;796;43;16;65
Invest453;361;23;1;50
Invest71;1204;66;47;83
Invest986;1384;61;70;43
Invest510;93;5;89;28
Invest28;1489;76;52;26
Invest654;1640;95;43;10
Invest390;1330;74;32;54
Invest954;1230;70;6;57
Invest382;1801;70;96;62
Invest253;1411;72;72;47
Invest748;614;40;4;41
Invest416;644;38;5;84
Invest585;842;56;79;26
Invest961;622;39;1;9
Invest791;83;19;99;36
Invest911;245;16;71;84
Invest278;92;9;29;19
Invest679;99;9;74;14
Invest936;53;6;95;21
Invest322;1971;71;83;85
Invest177;958;48;90;42
Invest491;100;5;100;72
Invest604;814;34;92;55
Invest116;1492;83;44;91
Invest423;75;2;46;10
Invest560;1080;62;38;65
Invest315;100;5;50;95
Invest849;1417;72;60;30
Invest503;443;32;31;26
Invest347;98;6;32;46
Invest979;91;7;3;43
Invest860;60;12;49;14
Invest246;227;12;53;100
Invest611;781;43;14;47
Invest484;837;46;22;97
Invest452;458;32;3;31
Invest184;1286;79;3;57
Invest784;1694;100;14;56
Invest661;623;40;2;40
Invest10;854;54;46;56
Invest549;1460;83;21;72
Invest148;1376;82;45;11
Invest690;1434;81;38;62
Invest686;82;9;43;9
Invest762;600;39;36;60
Invest885;522;32;38;43
Invest198;99;11;49;9
Invest386;94;15;84;76
Invest448;1351;82;50;65
Invest1;914;43;95;37
Invest109;86;21;25;3
Invest214;1913;68;90;94
Invest524;896;48;36;20
Invest351;1746;95;20;74
Invest647;341;34;53;9
Invest835;73;15;4;13
Invest712;77;10;97;67
Invest152;82;10;27;46
Invest285;2293;99;62;57
Invest777;1946;88;60;12
Invest445;367;20;98;75
Invest181;60;14;92;50
Invest813;544;37;56;15
Invest96;453;25;12;78
Invest553;171;22;81;47
Invest957;2383;100;77;38
Invest810;1253;52;90;86
Invest794;1173;76;41;12
Invest113;99;11;76;20
Invest531;626;40;35;42
Invest487;974;56;13;60
Invest138;677;46;11;16
Invest155;1025;58;44;90
Invest239;1672;95;1;72
Invest32;1513;82;83;26
Invest93;1453;79;31;81
Invest74;75;14;70;22
Invest430;94;10;23;42
Invest676;545;31;92;15
Invest588;1055;52;90;9
Invest990;420;22;92;60
Invest983;1508;80;49;92
Invest727;1021;59;32;42
Invest35;282;22;67;31
Invest67;694;44;26;27
Invest546;925;56;29;10
Invest940;575;38;16;37
Invest626;1022;57;38;89
Invest914;1172;67;45;94
Invest300;664;38;23;71
Invest856;268;17;38;79
Invest933;347;26;35;76
Invest419;315;19;47;88
Invest361;550;35;11;65
Invest243;562;26;88;35
Invest120;862;49;98;27
Invest806;2254;99;72;26
Invest357;1211;58;55;30
Invest733;87;8;22;17
Invest217;1604;69;86;44
Invest689;1578;89;15;95
Invest89;569;24;77;85
Invest929;586;24;87;81
Invest832;526;32;78;20
Invest383;911;42;98;55
Invest260;753;47;82;1
Invest592;72;8;57;27
Invest882;851;53;39;27
Invest282;902;53;3;76
Invest379;880;41;70;90
Invest402;1687;70;63;84
Invest632;377;22;6;78
Invest755;1477;69;76;62
Invest964;95;6;25;39
Invest731;742;44;53;36
Invest907;1776;97;12;65
Invest462;90;10;48;24
Invest705;811;46;58;9
Invest318;372;27;13;11
Invest221;371;21;79;49
Invest878;2277;88;87;75
Invest781;1310;81;20;24
Invest256;99;10;10;23
Invest693;1386;84;17;55
Invest101;1508;85;41;57
Invest825;1330;72;24;89
Invest499;515;28;52;90
Invest680;411;27;99;34
Invest344;77;10;80;24
Invest458;82;18;50;42
Invest518;1141;53;51;67
Invest671;1329;54;88;94
Invest167;952;53;10;98
Invest800;2046;92;93;6
Invest45;1697;91;53;54
Invest20;1560;96;2;59
Invest433;1171;65;25;95
Invest919;1829;71;95;62
Invest799;1011;54;56;57
Invest926;100;4;4;78
Invest765;1397;75;83;21
Invest126;57;9;54;13
Invest971;304;13;66;86
Invest863;1234;59;81;19
Invest142;1845;98;45;87
Invest534;409;29;98;8
Invest13;1328;71;53;32
Invest740;199;13;54;76
Invest79;1265;75;35;31
Invest380;1057;70;33;18
Invest772;228;23;10;53
Invest527;701;39;29;55
Invest619;1137;68;44;40
Invest90;1620;98;23;14
Invest841;396;29;16;11
Invest9;1068;63;17;21
Invest758;367;23;21;60
Invest86;1063;48;52;48
Invest575;98;2;16;98
Invest303;554;35;44;68
Invest426;760;44;58;65
Invest563;473;31;9;46
Invest895;1849;99;24;99
Invest500;585;32;40;90
Invest635;1564;91;42;51
Invest664;377;21;23;82
Invest227;534;41;13;17
Invest174;2048;66;90;93
Invest623;2081;95;81;40
Invest297;876;48;47;69
Invest901;571;31;70;58
Invest859;1391;84;13;51
Invest474;99;10;29;72
Invest202;1541;67;91;58
Invest698;1587;91;23;68
Invest61;346;20;64;53
Invest398;1091;61;51;74
Invest440;865;44;96;4
Invest559;1160;63;61;19
Invest736;1876;92;59;14
Invest570;2297;95;52;96
Invest996;572;33;32;68
Invest275;2045;93;54;74
Invest873;84;14;63;46
Invest616;619;37;1;27
Invest702;1170;70;11;2
Invest310;2053;94;97;20
Invest828;1705;81;71;48
Invest601;1533;88;44;29
Invest190;1062;57;47;96
Invest724;82;12;70;59
Invest373;1194;72;47;19
Invest923;2532;90;97;58
Invest496;1457;87;28;64
Invest582;607;39;37;30
Invest83;1670;94;17;51
Invest57;1077;57;52;80
Invest250;1344;72;52;22
Invest130;1393;86;48;10
Invest249;1776;70;68;69
Invest642;2316;89;65;79
Invest974;89;16;2;71
Invest224;1039;48;81;38
Invest556;2085;99;71;29
Invest822;2190;91;71;81
Invest376;1066;47;77;90
Invest657;1343;60;77;75
Invest123;97;11;61;58
Invest683;359;24;88;31
Invest803;71;7;36;61
Invest787;2523;88;87;87
Invest189;81;7;30;73
Invest104;984;58;39;50
Invest369;1005;52;68;51
Invest515;540;36;18;45
Invest948;100;13;99;25
Invest411;610;38;40;36
Invest721;82;17;45;63
Invest930;1887;97;46;66
Invest967;324;28;6;46
Invest818;1318;76;49;73
Invest870;861;53;20;66
Invest844;1672;90;40;81
Invest231;934;46;90;48
Invest145;92;3;52;1
Invest993;2257;98;53;93
Invest38;968;54;3;58
Invest477;87;14;38;76
Invest64;1256;73;42;19
Invest272;85;6;86;11
Invest268;1012;62;27;58
Invest481;345;22;52;50
Invest205;659;38;44;49
Invest395;1753;94;47;70
Invest717;1014;51;72;22
Invest866;1820;100;32;49
Invest119;1492;67;56;82
Invest541;1532;74;57;22
Invest306;1265;60;94;22
Invest989;1291;72;31;77
Invest429;1684;93;44;83
Invest332;921;52;34;52
Invest294;561;24;100;99
Invest16;1236;70;69;18
Invest892;1577;97;37;32
Invest42;700;37;30;82
Invest578;1255;72;49;48
Invest743;858;50;65;10
Invest888;1272;71;32;77
Invest455;91;8;45;49
Invest219;100;2;87;56
Invest782;46;5;48;46
Invest262;943;44;56;98
Invest171;38;9;66;20
Invest663;482;26;74;45
Invest620;1470;81;24;40
Invest287;1689;99;38;33
Invest714;1352;75;39;99
Invest143;1797;90;68;10
Invest739;2217;97;96;10
Invest858;1557;80;56;68
Invest400;748;46;46;59
Invest62;254;25;86;1
Invest328;1271;70;10;97
Invest19;1568;95;32;2
Invest920;1547;92;44;11
Invest508;53;16;62;1
Invest381;71;18;81;16
Invest569;276;17;27;86
Invest688;1196;66;56;31
Invest894;1790;98;22;93
Invest230;1182;73;45;30
Invest87;77;12;83;72
Invest945;81;19;83;12
Invest833;768;41;61;75
Invest457;79;18;97;56
Invest338;2299;88;76;44
Invest576;1300;70;16;98
Invest826;99;19;50;43
Invest695;1860;84;90;28
Invest94;70;4;100;71
Invest952;2442;85;73;81
Invest984;700;40;20;87
Invest150;779;45;89;42
Invest840;95;15;9;61
Invest775;83;12;60;76
Invest399;1168;76;18;9
Invest464;381;23;6;74
Invest913;1933;78;97;55
Invest537;1529;90;17;26
Invest201;1792;82;84;43
Invest226;1542;71;58;64
Invest512;567;34;86;15
Invest746;645;36;10;11
Invest602;1553;99;13;18
Invest114;98;2;31;75
Invest862;1492;67;60;82
Invest801;2023;94;61;91
Invest909;477;30;12;24
Invest707;1020;52;59;24
Invest750;663;49;31;6
Invest58;2053;94;70;28
Invest624;99;8;46;12
Invest23;1237;73;39;53
Invest897;2157;83;61;94
Invest313;1460;83;37;80
Invest248;832;57;42;13
Invest659;1096;61;2;51
Invest175;180;17;34;65
Invest471;1106;65;13;72
Invest428;1543;72;68;2
Invest454;695;38;34;93
Invest129;1220;69;4;33
Invest505;2336;97;54;96
Invest425;87;14;86;49
Invest804;404;16;98;100
Invest335;1216;65;27;92
Invest711;588;34;4;79
Invest999;891;58;16;20
Invest291;475;30;31;7
Invest830;1040;56;9;88
Invest374;56;2;100;38
Invest590;2034;78;87;63
Invest172;58;16;77;41
Invest309;1663;89;76;35
Invest284;734;34;84;74
Invest48;502;34;10;36
Invest223;2282;79;92;88
Invest660;81;1;60;90
Invest258;1679;58;100;98
Invest819;419;30;21;51
Invest265;334;23;20;67
Invest641;1795;90;52;32
Invest551;1675;76;94;55
Invest583;307;15;55;100
Invest146;1736;94;24;94
Invest753;388;20;19;92
Invest377;1193;48;93;91
Invest768;485;24;94;55
Invest342;1176;65;20;66
Invest887;92;5;82;25
Invest52;467;35;50;17
Invest656;1455;83;29;65
Invest489;429;32;40;33
Invest865;1290;82;13;39
Invest26;676;46;13;37
Invest891;1786;79;81;69
Invest566;1596;89;15;49
Invest942;627;40;3;70
Invest792;59;11;92;68
Invest320;1724;90;74;27
Invest579;626;45;48;28
Invest107;85;14;16;27
Invest111;1219;52;71;92
Invest91;2035;97;73;25
Invest955;1326;62;73;59
Invest938;265;16;63;68
Invest410;1454;88;26;67
Invest467;358;23;72;14
Invest432;831;50;9;65
Invest493;181;23;73;9
Invest30;1597;71;93;50
Invest486;382;25;66;4
Invest843;723;49;5;51
Invest65;2535;94;68;92
Invest544;510;32;47;70
Invest617;860;56;14;18
Invest981;1416;91;23;14
Invest316;383;27;36;33
Invest977;909;58;47;33
Invest916;1505;89;15;16
Invest133;394;25;17;67
Invest678;1305;63;76;52
Invest637;950;57;1;71
Invest117;2023;80;61;79
Invest236;2587;83;92;68
Invest756;1418;82;32;37
Invest561;1067;60;11;46
Invest36;89;14;42;75
Invest483;1224;53;62;65
Invest502;1407;82;25;25
Invest389;2906;90;76;98
Invest621;585;38;44;19
Invest364;199;11;31;99
Invest987;100;4;40;63
Invest29;94;10;94;37
Invest323;2237;93;90;9
Invest595;1073;55;66;47
Invest330;1580;92;9;38
Invest903;558;24;100;99
Invest168;327;21;78;48
Invest910;86;7;48;3
Invest669;61;19;78;3
Invest408;986;64;26;37
Invest476;1686;72;88;76
Invest211;437;25;56;42
Invest192;1501;79;77;9
Invest396;1429;69;87;69
Invest522;2166;84;95;44
Invest442;166;13;94;94
Invest4;2107;99;69;39
Invest875;590;43;19;3
Invest277;1568;87;34;76
Invest994;1047;47;55;82
Invest749;1762;84;80;14
Invest158;315;18;17;76
Invest823;907;53;59;51
Invest124;80;7;66;3
Invest490;1381;77;36;69
Invest162;878;51;15;45
Invest673;1671;92;43;100
Invest763;92;20;85;34
Invest634;1317;61;60;84
Invest11;1550;91;44;86
Invest140;1409;75;9;89
Invest797;731;36;82;55
Invest614;926;38;84;98
Invest701;821;48;25;59
Invest525;1507;82;8;87
Invest685;1117;56;51;77
Invest435;1213;64;81;30
Invest84;98;10;60;35
Invest187;2529;100;60;50
Invest850;762;34;88;81
Invest204;99;3;40;53
Invest651;1388;77;56;55
Invest240;97;24;63;13
Invest252;1146;56;80;60
Invest413;1437;88;3;46
Invest785;630;41;49;55
Invest958;1744;97;16;70
Invest935;1835;94;54;52
Invest348;650;37;81;41
Invest991;1783;74;99;55
Invest868;92;17;13;16
Invest846;2942;93;100;81
Invest301;978;54;92;12
Invest352;89;4;9;30
Invest872;556;35;60;19
Invest7;2293;82;100;86
Invest906;801;51;27;27
Invest33;1345;81;15;38
Invest962;679;49;14;18
Invest547;1729;72;81;49
Invest274;1138;65;4;56
Invest479;79;8;88;71
Invest692;1976;89;73;51
Invest598;1484;84;34;65
Invest932;84;7;25;21
Invest299;861;52;41;75
Invest207;1422;58;73;95
Invest573;487;36;9;11
Invest838;653;41;29;70
Invest734;1374;81;33;63
Invest165;96;7;6;42
Invest719;575;30;58;88
Invest40;849;38;90;7
Invest438;1018;65;35;12
Invest461;486;28;17;46
Invest607;1387;82;27;27
Invest726;1198;75;11;17
Invest139;535;35;43;64
Invest345;1241;63;60;62
Invest281;1203;68;37;73
Invest326;98;4;86;79
Invest14;1130;59;13;96
Invest319;701;48;60;43
Invest405;1342;79;20;20
Invest580;755;42;60;60
Invest528;1186;66;12;72
Invest371;1284;78;8;21
Invest965;480;24;82;79
Invest644;1990;76;83;60
Invest255;100;6;6;40
Invest853;689;44;34;49
Invest55;1737;79;87;36
Invest704;933;51;37;53
Invest195;476;27;37;82
Invest554;1280;70;15;53
Invest778;1252;51;91;95
Invest532;63;3;74;39
Invest121;93;1;5;14
Invest820;560;37;100;53
Invest81;2886;98;78;75
Invest393;1462;81;16;82
Invest420;1114;63;92;2
Invest928;656;33;53;84
Invest670;1478;83;37;52
Invest666;224;23;49;17
Invest229;635;37;78;10
Invest233;82;9;38;34
Invest816;1474;58;93;89
Invest517;834;43;67;26
Invest77;1734;70;87;72
Invest367;1503;71;55;90
Invest760;1129;67;24;17
Invest842;3898;97;94;100
Invest798;1207;72;28;23
Invest441;100;5;88;100
Invest99;1583;95;48;41
Invest397;97;3;68;82
Invest228;94;18;54;63
Invest773;1020;64;27;9
Invest817;522;25;72;79
Invest723;1429;84;35;37
Invest134;600;41;2;25
Invest867;1484;63;82;62
Invest78;1743;98;12;65
Invest159;1558;92;34;41
Invest535;1320;76;32;74
Invest203;98;3;10;12
Invest304;2275;78;78;94
Invest741;265;15;13;87
Invest235;413;29;21;44
Invest968;1415;58;94;89
Invest372;1408;68;81;43
Invest899;1894;100;25;56
Invest21;525;33;42;68
Invest127;2791;91;74;83
Invest672;823;55;43;29
Invest434;1511;69;78;60
Invest622;798;54;17;29
Invest918;1028;43;98;96
Invest296;713;32;88;70
Invest925;1091;65;42;67
Invest365;2752;96;79;73
Invest325;1440;82;1;65
Invest640;2108;87;51;98
Invest141;559;36;60;47
Invest473;1838;88;53;14
Invest264;642;38;92;33
Invest596;1066;52;67;63
Invest597;1621;99;45;51
Invest85;80;10;6;45
Invest409;1647;74;53;100
Invest737;73;9;5;25
Invest498;78;14;70;71
Invest60;1905;74;81;97
Invest874;71;6;45;9
Invest972;100;4;94;93
Invest997;2698;76;100;87
Invest191;38;13;80;34
Invest697;1308;81;42;53
Invest950;2343;100;97;8
Invest759;1004;60;14;34
Invest824;69;3;38;6
Invest46;492;28;33;68
Invest466;57;1;90;7
Invest102;748;47;28;37
Invest636;997;56;78;23
Invest163;2113;78;87;65
Invest947;1452;76;63;14
Invest340;464;26;59;64
Invest730;1126;63;53;5
Invest459;1892;86;73;49
Invest900;1473;77;46;78
Invest658;903;54;90;25
Invest514;1171;49;98;31
Invest50;1304;69;52;12
Invest821;536;30;58;70
Invest394;2762;97;71;94
Invest770;991;62;16;26
Invest188;1018;52;72;11
Invest437;1672;85;59;34
Invest564;77;8;17;82
Invest232;1177;53;99;29
Invest105;200;12;95;80
Invest24;1732;95;30;92
Invest368;791;42;96;5
Invest608;778;33;97;98
Invest412;94;16;70;65
Invest744;99;4;71;100
Invest8;1722;98;12;42
Invest469;848;54;28;3
Invest615;1606;99;46;26
Invest311;1621;85;19;92
Invest845;3293;96;97;88
Invest871;644;34;73;51
Invest495;1386;77;41;44
Invest922;368;23;96;33
Invest131;1048;56;41;97
Invest82;96;22;76;10
Invest480;692;34;64;63
Invest599;1175;76;18;14
Invest557;2676;90;96;73
Invest975;2194;91;59;36
Invest56;976;55;81;27
Invest538;416;25;50;90
Invest716;1257;61;66;71
Invest507;1296;70;81;49
Invest682;579;41;2;15
Invest839;89;11;38;70
Invest333;537;36;36;64
Invest166;1355;49;90;93
Invest289;1304;53;70;68
Invest542;1719;93;1;79
Invest17;605;34;77;74
Invest293;64;9;78;54
Invest336;1627;62;92;53
Invest665;1075;61;38;59
Invest456;1011;57;69;19
Invest788;570;36;52;35
Invest43;2605;97;96;41
Invest639;279;21;44;50
Invest307;1362;54;77;96
Invest170;1900;73;86;79
Invest406;460;26;18;77
Invest720;1151;69;1;82
Invest144;88;14;32;16
Invest267;760;47;62;36
Invest520;2474;90;96;51
Invest581;758;51;31;13
Invest39;738;40;79;64
Invest355;843;46;15;100
Invest271;281;24;20;4
Invest643;1246;52;82;92
Invest194;1385;70;51;25
Invest206;2555;99;64;37
Invest329;529;28;86;12
Invest889;1555;54;92;90
Invest884;2669;98;70;83
Invest492;723;44;13;61
Invest245;586;31;25;97
Invest185;1223;72;47;11
Invest612;97;1;78;68
Invest160;81;17;62;17
Invest314;94;7;12;42
Invest904;1339;59;63;91
Invest944;38;3;91;62
Invest706;449;28;41;92
Invest978;1289;58;70;77
Invest646;1006;63;19;48
Invest574;97;8;17;43
Invest953;77;7;96;45
Invest220;1976;86;84;7
Invest391;1426;81;47;53
Invest783;1336;64;86;70
Invest261;362;27;46;25
Invest511;2623;97;78;29
Invest653;44;2;99;34
Invest807;2632;99;76;60
Invest354;520;36;48;25
Invest339;68;15;34;17
Invest709;2480;91;81;82
Invest687;1557;100;16;6
Invest254;764;43;2;76
Invest108;1000;52;35;88
Invest852;89;21;4;1
Invest415;1878;85;57;92
Invest937;2414;90;71;87
Invest346;730;39;80;67
Invest68;1839;100;38;37
Invest350;1869;94;87;2
Invest115;1630;91;10;68
Invest387;1143;66;9;20
Invest290;1218;69;49;86
Invest447;94;21;52;14
Invest238;1646;78;74;48
Invest908;100;2;60;95
Invest751;1552;77;97;7
Invest213;73;12;17;3
Invest209;2749;84;86;99
Invest960;1265;63;88;64
Invest848;512;27;31;71
Invest836;1647;67;74;91
Invest485;1598;73;100;53
Invest811;1178;72;43;71
Invest153;841;45;55;37
Invest362;1347;75;9;91
Invest97;703;41;6;82
Invest451;1029;54;66;54
Invest34;680;32;78;73
Invest72;832;53;43;68
Invest713;87;18;50;27
Invest286;853;50;30;97
Invest548;1559;85;32;98
Invest149;933;56;62;43
Invest586;1538;89;4;25
Invest912;619;42;33;24
Invest463;1568;91;26;35
Invest747;525;22;87;89
Invest49;81;15;78;67
Invest589;1122;64;77;53
Invest197;1157;66;57;32
Invest675;281;19;3;57
Invest283;74;1;33;71
Invest257;2116;93;82;32
Invest403;694;46;53;37
Invest317;2002;94;56;32
Invest896;758;41;15;93
Invest523;1489;88;42;59
Invest915;2031;83;71;57
Invest650;800;37;93;76
Invest769;1950;74;80;79
Invest982;562;28;74;72
Invest855;974;58;27;7
Invest829;666;46;74;27
Invest343;330;25;81;46
Invest488;97;16;32;18
Invest242;1855;99;2;79
Invest358;863;49;30;79
Invest776;1269;66;43;83
Invest210;854;47;69;49
Invest216;800;45;72;1
Invest941;1477;87;35;63
Invest814;880;59;31;30
Invest956;867;51;50;55
Invest795;1279;79;43;17
Invest112;99;20;91;31
Invest530;75;7;96;80
Invest710;573;36;73;34
Invest75;390;30;87;13
Invest178;2222;99;60;32
Invest384;1095;68;57;5
Invest31;641;36;83;44
Invest5;1279;72;25;13
Invest877;98;8;23;96
Invest631;1532;64;85;68
Invest422;1405;79;6;62
Invest545;1216;68;14;82
Invest754;85;9;55;53
Invest418;530;40;17;23
Invest504;844;53;38;59
Invest627;2127;87;68;71
Invest571;580;33;45;67
Invest694;657;41;32;18
Invest182;1939;91;93;7
Invest279;1240;52;99;73
Invest780;2192;93;89;25
Invest593;1810;87;57;45
Invest27;1187;57;62;50
Invest53;1430;81;42;87
Invest470;354;22;70;70
Invest567;639;39;11;40
Invest605;1395;87;42;1
Invest766;1178;67;62;19
Invest444;81;7;15;55
Invest321;1745;64;83;98
Invest881;666;44;6;27
Invest156;1569;87;46;83
Invest728;1659;92;42;93
Invest136;306;21;14;50
Invest137;1272;68;48;79
Invest985;526;31;29;92
Invest649;1623;73;89;47
Invest729;1453;94;49;5
Invest809;863;54;38;34
Invest552;2183;96;83;27
Invest2;94;19;82;41
Invest668;968;49;69;23
