name;money;skill;cheat;awarness
Invest210;1284;61;77;8
Invest17;694;33;84;84
Invest293;1815;87;41;75
Invest456;513;24;96;32
Invest43;654;31;51;10
Invest383;1637;78;55;79
Invest260;743;35;69;71
Invest170;1905;91;86;97
Invest144;1925;92;80;33
Invest379;1766;85;33;68
Invest355;1332;64;41;23
Invest256;496;24;38;91
Invest221;1595;76;90;9
Invest492;1324;63;79;69
Invest101;565;27;14;72
Invest245;854;41;49;61
Invest45;304;14;83;22
Invest373;1385;66;58;88
Invest499;718;34;90;76
Invest314;624;30;14;1
Invest126;972;46;73;19
Invest20;1626;78;23;96
Invest220;555;26;63;70
Invest142;246;12;39;8
Invest261;154;7;78;1
Invest13;1125;54;32;30
Invest79;1225;59;30;82
Invest227;1455;70;7;57
Invest108;1744;84;26;5
Invest254;405;19;74;15
Invest9;833;40;16;8
Invest68;1744;84;19;64
Invest426;1515;72;65;49
Invest115;1636;78;96;40
Invest303;98;4;14;73
Invest447;764;36;69;46
Invest213;1663;79;70;40
Invest485;1183;56;91;55
Invest153;1105;53;47;34
Invest174;424;20;74;14
Invest97;773;37;18;52
Invest362;864;41;79;58
Invest72;1353;65;48;42
Invest451;444;21;96;78
Invest325;1604;77;48;36
Invest286;1094;52;91;1
Invest34;684;33;43;30
Invest149;977;47;22;53
Invest61;1535;73;90;30
Invest463;1726;83;23;42
Invest49;2016;97;45;95
Invest250;435;21;26;99
Invest62;134;6;80;17
Invest3;654;31;70;2
Invest496;993;47;51;88
Invest317;1241;59;75;18
Invest376;1744;83;83;18
Invest130;814;39;28;78
Invest83;234;11;86;97
Invest57;1352;65;47;56
Invest249;97;2;73;90
Invest343;814;39;16;65
Invest224;1494;72;29;55
Invest123;1114;53;97;37
Invest242;925;44;74;29
Invest358;543;26;37;12
Invest112;1154;55;58;27
Invest216;1765;85;31;44
Invest104;1699;81;71;35
Invest369;284;13;70;77
Invest274;96;1;7;27
Invest384;534;25;55;97
Invest411;1745;83;75;36
Invest31;645;31;40;34
Invest354;1365;65;90;98
Invest145;100;3;68;1
Invest477;1853;89;3;97
Invest64;1145;55;13;54
Invest481;915;44;24;38
Invest418;924;44;54;100
Invest268;424;20;97;5
Invest272;235;11;72;30
Invest205;1908;91;54;17
Invest119;214;10;96;18
Invest279;100;4;25;48
Invest182;1574;75;60;33
Invest429;394;19;18;14
Invest27;124;6;36;16
Invest53;1993;95;83;79
Invest444;294;14;3;48
Invest470;1618;77;72;80
Invest332;855;41;7;35
Invest42;384;18;82;94
Invest16;1994;95;95;56
Invest321;1154;55;90;46
Invest156;100;3;61;83
Invest171;100;4;65;64
Invest212;235;11;65;26
Invest269;444;21;98;64
Invest150;513;24;57;17
Invest44;304;14;96;87
Invest136;414;20;14;55
Invest324;1885;90;90;97
Invest73;1556;75;16;28
Invest414;145;7;43;90
Invest226;1997;96;46;94
Invest349;1824;87;93;61
Invest114;185;9;9;88
Invest399;263;12;95;49
Invest23;996;48;10;43
Invest58;295;14;13;68
Invest313;384;18;69;68
Invest436;1994;95;87;99
Invest175;1743;83;87;81
Invest248;1145;55;17;18
Invest486;1353;65;26;50
Invest454;1686;81;32;58
Invest359;1124;54;45;90
Invest215;194;9;53;42
Invest291;1955;94;16;47
Invest241;1719;82;54;85
Invest48;1451;69;86;62
Invest353;165;8;1;43
Invest146;1514;72;78;9
Invest377;1835;88;21;69
Invest273;1895;91;1;49
Invest342;705;34;27;89
Invest327;1263;60;76;35
Invest98;574;27;97;94
Invest183;685;33;7;100
Invest392;1115;53;60;96
Invest489;474;23;9;71
Invest316;434;21;31;60
Invest460;664;32;50;70
Invest443;434;21;45;79
Invest107;2055;98;73;90
Invest111;614;29;57;34
Invest179;543;26;23;84
Invest432;534;25;100;42
Invest493;1144;55;35;14
Invest30;1415;68;27;11
Invest6;315;15;21;99
Invest370;294;14;45;81
Invest168;364;17;64;29
Invest133;725;35;11;71
Invest117;344;16;95;90
Invest305;154;7;69;10
Invest151;486;23;56;72
Invest295;204;10;31;7
Invest36;295;14;44;94
Invest364;1655;79;97;94
Invest330;394;19;46;59
Invest323;234;11;88;20
Invest476;764;36;85;48
Invest192;645;31;11;39
Invest211;915;44;42;88
Invest467;855;41;23;19
Invest465;1832;88;49;68
Invest158;554;26;92;55
Invest204;1913;91;57;8
Invest47;643;31;40;55
Invest490;974;47;18;97
Invest124;721;34;94;31
Invest401;948;45;69;20
Invest22;844;40;98;52
Invest247;355;17;3;46
Invest103;1744;83;97;74
Invest140;1263;60;80;10
Invest337;1696;81;89;32
Invest252;475;23;24;29
Invest225;1723;83;25;66
Invest352;1678;80;61;2
Invest0;434;21;24;54
Invest479;234;11;73;82
Invest427;1554;74;63;19
Invest472;2097;100;75;6
Invest446;1660;79;70;65
Invest453;824;39;83;24
Invest128;514;24;99;29
Invest180;1154;55;78;70
Invest25;1225;59;26;39
Invest308;354;17;41;81
Invest345;324;15;63;44
Invest222;1043;50;32;60
Invest14;1955;94;34;11
Invest378;947;45;84;63
Invest494;365;17;85;91
Invest405;2051;98;92;13
Invest371;705;34;1;4
Invest255;354;17;23;41
Invest55;1285;61;68;80
Invest70;284;13;58;70
Invest244;705;34;8;91
Invest420;1510;72;86;81
Invest88;424;20;97;72
Invest106;1514;72;76;48
Invest110;1582;76;46;18
Invest382;125;6;26;46
Invest390;1184;56;91;4
Invest441;1995;95;59;3
Invest397;824;39;95;30
Invest228;1405;67;63;98
Invest416;1825;87;70;63
Invest278;894;43;18;29
Invest159;605;29;39;74
Invest203;1134;54;97;87
Invest116;1534;73;91;20
Invest491;904;43;94;77
Invest304;114;5;57;62
Invest109;1563;75;3;14
Invest372;665;32;7;77
Invest434;284;13;64;61
Invest365;804;38;86;91
Invest285;1687;81;26;76
Invest10;1224;58;74;62
Invest336;2095;100;68;30
Invest191;976;47;15;83
Invest198;214;10;66;52
Invest1;2094;100;65;7
Invest292;1095;52;92;83
Invest459;474;23;26;98
Invest437;2082;100;7;61
Invest232;1605;77;20;99
Invest105;404;19;56;29
Invest113;1884;90;53;31
Invest8;315;15;48;61
Invest93;1077;52;32;92
Invest480;1585;76;46;49
Invest361;686;33;2;58
Invest120;174;8;92;40
Invest333;615;29;96;7
Invest166;234;11;74;41
Invest357;1494;71;81;39
Invest307;2074;99;99;97
Invest282;1060;51;15;78
Invest406;1554;74;64;14
Invest267;364;17;51;71
Invest318;1353;65;7;61
Invest39;114;5;80;24
Invest271;990;47;58;1
Invest194;2074;99;72;46
Invest206;645;31;32;100
Invest344;295;14;39;34
Invest329;974;47;50;87
Invest185;1744;83;57;19
Invest160;384;18;58;30
Invest167;1852;89;32;42
Invest458;1945;93;57;100
Invest433;1334;64;42;26
Invest391;1744;83;83;8
Invest86;235;11;66;16
Invest339;1536;74;45;53
Invest380;706;34;4;48
Invest90;1824;87;89;10
Invest415;1384;66;86;83
Invest346;1094;52;88;20
Invest387;424;20;76;1
Invest350;844;40;97;10
Invest290;1135;54;61;61
Invest238;1244;60;44;3
Invest2;2074;99;61;43
Invest209;1492;71;69;28
Invest297;1884;90;64;24
Invest137;1449;69;68;21
Invest202;864;41;54;90
Invest474;927;44;56;12
Invest440;334;16;38;73
Invest398;354;17;37;19
Invest275;154;7;92;95
Invest190;1625;78;24;16
Invest197;1535;74;33;28
Invest283;1014;48;61;36
Invest257;1603;77;4;78
Invest310;764;37;30;10
Invest403;555;26;90;91
Invest488;284;13;66;96
Invest189;114;5;66;81
Invest75;294;14;28;95
Invest178;1868;89;99;4
Invest231;1082;52;8;22
Invest5;594;28;76;28
Invest38;534;25;53;96
Invest422;1708;82;33;31
Invest395;1038;50;44;49
Invest328;654;31;56;80
Invest306;1014;48;52;82
Invest294;1395;67;2;98
Invest455;344;16;53;55
Invest56;284;13;64;94
Invest94;264;12;78;82
