name;money;skill;cheat;awarness
Invest419;1446;75;94;98
Invest243;1719;89;91;66
Invest806;833;43;78;30
Invest689;1044;54;8;12
Invest832;325;17;6;32
Invest592;1334;69;85;76
Invest260;1814;94;11;32
Invest32;884;46;20;90
Invest379;95;2;75;97
Invest632;1544;80;8;64
Invest445;465;24;59;77
Invest755;905;47;42;34
Invest430;575;30;57;67
Invest705;1735;90;88;96
Invest828;155;8;86;99
Invest781;654;34;59;100
Invest344;924;48;19;42
Invest101;100;3;17;86
Invest825;1384;72;8;93
Invest373;1486;77;42;41
Invest458;1335;69;1;20
Invest671;796;41;59;18
Invest20;1872;97;27;42
Invest380;465;24;30;42
Invest841;1294;67;16;31
Invest772;812;42;75;55
Invest619;947;49;35;79
Invest664;1799;93;29;39
Invest9;1834;95;87;26
Invest758;405;21;90;13
Invest635;100;4;85;2
Invest563;1698;88;83;27
Invest901;94;1;54;15
Invest426;99;2;98;50
Invest90;1677;87;93;97
Invest325;714;37;94;28
Invest474;1274;66;71;4
Invest597;904;47;39;55
Invest61;1835;95;92;43
Invest398;906;47;77;98
Invest996;405;21;29;51
Invest724;1354;70;69;17
Invest616;100;5;50;30
Invest702;1911;99;72;13
Invest250;926;48;65;82
Invest310;654;34;68;15
Invest496;1679;87;65;13
Invest582;1314;68;24;69
Invest83;712;37;74;44
Invest948;484;25;4;87
Invest57;813;42;95;78
Invest888;794;41;88;45
Invest974;99;3;61;27
Invest822;1448;75;27;35
Invest123;98;3;8;19
Invest657;404;21;3;96
Invest541;234;12;92;54
Invest369;1716;89;81;57
Invest895;115;6;60;30
Invest515;615;32;99;10
Invest623;867;45;1;56
Invest411;385;20;27;31
Invest904;1195;62;58;99
Invest870;445;23;26;4
Invest844;1642;85;25;98
Invest231;1194;62;61;26
Invest38;1134;59;7;30
Invest328;1776;92;5;25
Invest272;269;14;75;100
Invest717;285;15;46;5
Invest866;1134;59;41;9
Invest989;97;2;18;96
Invest189;1849;96;73;79
Invest332;364;19;53;35
Invest16;1450;75;7;44
Invest578;1217;63;68;12
Invest620;985;51;45;80
Invest171;214;11;92;17
Invest219;1524;79;18;48
Invest663;1526;79;38;87
Invest143;1447;75;12;4
Invest858;1084;56;56;91
Invest87;501;26;98;94
Invest62;1156;60;59;40
Invest19;504;26;72;53
Invest508;1807;94;59;48
Invest688;135;7;67;11
Invest826;1387;72;15;90
Invest894;1295;67;38;91
Invest531;906;47;18;56
Invest239;1488;77;36;27
Invest74;715;37;45;55
Invest945;100;3;19;10
Invest42;614;32;46;7
Invest695;100;5;98;40
Invest94;405;21;55;1
Invest512;195;10;60;56
Invest136;596;31;19;12
Invest984;1505;78;68;78
Invest775;734;38;54;49
Invest990;1893;98;26;96
Invest399;286;15;19;50
Invest150;307;16;95;73
Invest226;100;3;39;1
Invest537;1738;90;96;85
Invest89;1662;86;61;88
Invest746;1684;87;95;26
Invest914;1774;92;50;48
Invest929;1913;99;63;60
Invest693;114;6;32;90
Invest570;286;15;13;44
Invest800;1932;100;38;1
Invest167;275;14;8;69
Invest862;963;50;32;91
Invest425;1720;89;76;4
Invest126;1106;57;99;78
Invest227;850;44;46;86
Invest374;1659;86;1;45
Invest750;1754;91;27;76
Invest909;291;15;5;23
Invest873;946;49;47;80
Invest313;1004;52;28;43
Invest885;288;15;82;8
Invest897;524;27;61;14
Invest659;215;11;92;35
Invest923;1083;56;76;33
Invest602;345;18;65;27
Invest732;1101;57;36;95
Invest454;868;45;64;42
Invest505;1160;60;94;88
Invest309;1504;78;39;23
Invest551;135;7;90;43
Invest683;1504;78;86;28
Invest830;444;23;40;88
Invest590;1734;90;22;55
Invest172;1158;60;57;26
Invest199;1156;60;4;40
Invest284;385;20;31;29
Invest660;595;31;99;24
Invest223;1235;64;26;48
Invest753;774;40;72;57
Invest999;155;8;88;38
Invest342;1620;84;42;97
Invest768;1195;62;71;85
Invest52;1757;91;80;7
Invest656;1832;95;9;61
Invest51;694;36;40;54
Invest489;1794;93;57;17
Invest25;275;14;84;31
Invest891;1523;79;100;85
Invest887;1025;53;21;21
Invest316;616;32;55;16
Invest792;1814;94;82;11
Invest107;1406;73;55;75
Invest111;1586;82;27;23
Invest860;1908;99;81;90
Invest180;1702;88;28;95
Invest467;1619;84;73;16
Invest432;1638;85;92;20
Invest493;174;9;4;75
Invest65;1173;61;5;30
Invest617;1797;93;94;38
Invest168;1666;86;10;48
Invest977;1274;66;50;13
Invest981;1044;54;10;94
Invest236;1757;91;60;61
Invest637;97;3;83;54
Invest756;597;31;56;60
Invest483;100;4;23;12
Invest502;1044;54;10;61
Invest364;865;45;37;23
Invest595;286;15;72;93
Invest320;1544;80;100;37
Invest330;100;5;6;95
Invest4;795;41;53;9
Invest211;634;33;38;96
Invest875;1853;96;19;82
Invest987;100;5;55;27
Invest277;1333;69;42;100
Invest868;1834;95;32;81
Invest749;1602;83;48;72
Invest354;1023;53;30;32
Invest133;849;44;71;100
Invest435;1874;97;74;20
Invest673;325;17;79;29
Invest763;1271;66;16;47
Invest701;1835;95;50;15
Invest145;1355;70;59;33
Invest685;1637;85;20;4
Invest84;214;11;10;56
Invest187;1602;83;55;16
Invest64;1024;53;78;15
Invest252;883;46;75;63
Invest240;1023;53;87;82
Invest785;1485;77;85;93
Invest991;100;3;96;82
Invest326;1157;60;97;82
Invest33;1622;84;54;63
Invest965;1176;61;18;71
Invest547;1004;52;33;50
Invest442;100;5;55;46
Invest479;364;19;67;74
Invest274;134;7;53;89
Invest207;1434;74;81;75
Invest721;865;45;57;4
Invest930;906;47;63;73
Invest306;1797;93;52;81
Invest262;1159;60;39;9
Invest719;563;29;54;40
Invest40;885;46;99;84
Invest165;524;27;41;68
Invest461;96;1;88;54
Invest726;134;7;71;32
Invest760;1060;55;50;31
Invest345;795;41;88;99
Invest14;888;46;34;71
Invest281;1503;78;16;99
Invest142;1563;81;59;59
Invest405;1835;95;55;34
Invest528;1154;60;63;59
Invest580;833;43;6;62
Invest371;1136;59;85;6
Invest853;1774;92;43;17
Invest99;285;15;61;77
Invest778;1024;53;78;64
Invest121;484;25;98;78
Invest393;654;34;27;69
Invest420;1444;75;7;5
Invest670;775;40;95;2
Invest233;365;19;38;44
Invest517;870;45;98;20
Invest367;541;28;100;31
Invest466;600;31;56;88
Invest455;1875;97;86;58
Invest441;404;21;61;34
Invest651;1354;70;54;96
Invest134;1797;93;84;66
Invest78;1753;91;47;26
Invest666;615;32;86;36
Invest304;524;27;63;64
Invest319;1623;84;67;26
Invest372;963;50;64;99
Invest21;1234;64;14;94
Invest296;865;45;56;30
Invest925;100;5;42;9
Invest141;791;41;73;70
Invest596;100;4;38;76
Invest336;1386;72;8;85
Invest737;1275;66;49;94
Invest60;1174;61;36;63
Invest997;1873;97;81;90
Invest972;906;47;19;56
Invest759;577;30;66;57
Invest46;1661;86;82;31
Invest636;1405;73;3;27
Invest102;1465;76;13;64
Invest947;564;29;53;13
Invest340;154;8;82;35
Invest514;1374;71;94;75
Invest658;1660;86;17;57
Invest232;1082;56;86;24
Invest105;364;19;64;13
Invest368;98;3;25;29
Invest24;1755;91;94;4
Invest608;98;3;16;89
Invest412;1565;81;60;38
Invest744;1914;99;43;60
Invest469;1005;52;76;35
Invest615;1563;81;27;70
Invest871;273;14;61;45
Invest495;925;48;72;38
Invest480;944;49;62;24
Invest599;505;26;18;56
Invest56;1215;63;56;68
Invest507;1178;61;63;83
Invest839;195;10;97;86
Invest682;1104;57;96;7
Invest8;1602;83;29;88
Invest456;285;15;73;15
Invest639;1294;67;65;34
Invest170;194;10;35;90
Invest581;1064;55;12;13
Invest355;694;36;52;79
Invest206;1156;60;39;1
Invest889;1913;99;15;24
Invest978;1604;83;79;75
Invest261;1756;91;55;49
Invest653;1293;67;99;95
Invest687;1755;91;22;19
Invest415;1586;82;34;100
Invest937;1734;90;95;32
Invest68;98;2;55;44
Invest387;1835;95;44;80
Invest238;1624;84;58;98
Invest447;1624;84;29;19
Invest908;1384;72;76;45
Invest213;100;5;48;29
Invest751;1894;98;54;75
Invest960;1386;72;69;96
Invest209;384;20;79;26
Invest811;556;29;31;90
Invest72;1521;79;93;7
Invest713;504;26;81;32
Invest985;1447;75;35;72
Invest34;115;6;84;16
Invest286;1254;65;55;40
Invest586;524;27;16;85
Invest149;673;35;15;21
Invest747;615;32;88;23
Invest589;155;8;68;14
Invest283;1293;67;57;26
Invest675;1395;72;48;64
Invest317;846;44;72;50
Invest896;655;34;84;1
Invest915;734;38;11;16
Invest650;1234;64;67;32
Invest769;1854;96;37;68
Invest982;924;48;71;28
Invest855;154;8;16;40
Invest242;714;37;77;5
Invest216;1852;96;64;20
Invest776;675;35;89;75
Invest941;99;2;46;59
Invest710;344;18;7;61
Invest112;845;44;23;29
Invest956;1330;69;34;69
Invest75;98;2;4;44
Invest5;273;14;65;1
Invest504;540;28;17;46
Invest571;255;13;31;42
Invest567;1425;74;2;12
Invest444;984;51;45;100
Invest605;325;17;77;71
Invest881;1096;57;85;12
Invest230;1818;94;13;2
Invest257;97;3;58;47
Invest119;656;34;72;65
Invest707;1276;66;31;94
Invest457;464;24;27;27
Invest542;1215;63;44;1
Invest801;965;50;76;90
Invest114;289;15;20;40
Invest175;545;28;76;33
Invest58;1448;75;93;93
Invest129;578;30;46;19
Invest804;524;27;52;43
Invest335;1719;89;57;36
Invest819;1757;91;50;40
Invest729;657;34;53;73
Invest192;845;44;50;2
Invest561;984;51;33;4
Invest676;635;33;4;55
Invest614;946;49;2;10
Invest217;1375;71;30;81
Invest935;1586;82;74;45
Invest204;324;17;33;55
Invest348;1354;70;85;78
Invest301;1004;52;59;11
Invest692;1775;92;69;96
Invest573;485;25;31;55
Invest55;795;41;79;18
Invest229;1523;79;9;88
Invest81;1393;72;67;60
Invest816;1622;84;81;99
Invest798;1045;54;16;33
Invest773;1545;80;69;40
Invest228;1005;52;35;6
Invest817;405;21;13;18
Invest968;1256;65;66;88
Invest899;559;29;36;41
Invest622;384;20;1;14
Invest918;1274;66;15;21
Invest640;1354;70;60;46
Invest85;1586;82;38;39
Invest950;1466;76;27;81
Invest163;925;48;24;81
Invest900;1450;75;18;97
Invest821;305;16;34;61
Invest50;905;47;94;3
Invest564;1274;66;78;71
Invest311;674;35;89;25
Invest131;405;21;92;58
Invest538;1195;62;33;12
Invest716;1523;79;77;57
Invest788;99;1;23;61
Invest144;985;51;41;25
Invest267;755;39;35;37
Invest520;425;22;31;25
Invest612;485;25;24;71
Invest329;1755;91;42;96
Invest185;1374;71;11;51
Invest836;1466;76;19;1
Invest848;1235;64;27;51
Invest912;945;49;8;78
Invest197;114;6;71;1
Invest178;885;46;85;27
Invest418;1085;56;50;92
Invest694;1522;79;54;74
Invest780;865;45;99;20
Invest593;175;9;83;63
Invest470;1024;53;68;7
Invest53;1813;94;25;57
Invest462;1546;80;35;34
Invest782;1782;92;97;52
Invest500;1545;80;43;89
Invest358;1173;61;25;82
Invest777;504;26;61;73
Invest181;714;37;64;60
Invest727;445;23;59;61
Invest559;1136;59;34;90
Invest863;1155;60;64;60
Invest270;364;19;89;6
Invest546;215;11;40;21
Invest655;850;44;40;93
Invest120;1565;81;34;73
Invest733;1155;60;8;59
Invest882;1895;98;94;38
Invest878;655;34;63;95
Invest731;425;22;18;79
Invest256;1585;82;32;3
Invest221;905;47;20;9
Invest45;115;6;3;86
Invest499;1116;58;100;17
Invest318;1355;70;16;44
Invest765;617;32;52;3
Invest347;1353;70;32;65
Invest433;1195;62;55;38
Invest740;754;39;90;46
Invest799;597;31;74;41
Invest971;1910;99;88;50
Invest926;1156;60;7;76
Invest86;1486;77;75;14
Invest13;575;30;47;90
Invest527;1235;64;27;54
Invest177;385;20;28;50
Invest698;255;13;6;72
Invest303;1196;62;1;84
Invest202;715;37;39;62
Invest859;1795;93;24;58
Invest736;1195;62;19;21
Invest452;674;35;96;54
Invest440;425;22;6;75
Invest784;615;32;9;7
Invest190;1066;55;3;8
Invest556;1085;56;89;91
Invest647;524;27;59;19
Invest104;1720;89;77;55
Invest993;1603;83;91;49
Invest407;850;44;70;49
Invest161;114;6;94;72
Invest634;1466;76;78;59
Invest638;1602;83;17;43
Invest519;865;45;78;77
Invest73;234;12;42;34
Invest414;884;46;48;46
Invest359;1154;60;11;85
Invest208;827;43;94;11
Invest196;254;13;54;87
Invest327;304;16;5;25
Invest76;714;37;89;85
Invest288;1155;60;68;56
Invest715;577;30;48;10
Invest603;1774;92;32;20
Invest477;1486;77;64;27
Invest625;1046;54;58;24
Invest360;404;21;94;48
Invest600;1564;81;52;43
Invest154;1814;94;16;20
Invest481;1932;100;8;73
Invest494;1405;73;12;26
Invest222;1062;55;26;55
Invest205;1103;57;60;60
Invest911;1387;72;86;19
Invest849;1312;68;17;67
Invest549;518;27;35;32
Invest109;304;16;30;88
Invest429;1855;96;38;9
Invest35;884;46;82;78
Invest892;1792;93;69;66
Invest743;1407;73;29;52
Invest920;925;48;70;88
Invest569;195;10;20;9
Invest952;545;28;69;73
Invest913;1293;67;16;74
Invest428;755;39;11;35
Invest916;1545;80;68;60
Invest813;115;6;38;36
Invest265;1194;62;35;56
Invest146;1143;59;59;59
Invest291;1506;78;27;4
Invest522;545;28;91;52
Invest579;964;50;56;70
Invest91;155;8;73;10
Invest583;985;51;67;11
Invest938;1464;76;49;84
Invest843;1235;64;49;98
Invest641;485;25;95;100
Invest544;815;42;80;65
Invest389;275;14;43;30
Invest903;1528;79;73;57
Invest669;1295;67;51;95
Invest408;405;21;33;60
Invest158;155;8;12;40
Invest823;285;15;17;3
Invest124;1484;77;63;71
Invest940;694;36;51;60
Invest162;346;18;57;46
Invest11;1602;83;81;40
Invest525;1915;99;76;94
Invest140;1045;54;28;82
Invest809;1254;65;76;74
Invest413;1374;71;69;99
Invest36;927;48;5;16
Invest872;596;31;89;8
Invest846;1117;58;89;23
Invest7;1814;94;69;14
Invest352;1525;79;19;16
Invest598;1545;80;25;80
Invest838;715;37;10;31
Invest734;1623;84;61;77
Invest607;579;30;81;11
Invest139;365;19;41;13
Invest644;795;41;25;81
Invest255;325;17;78;2
Invest704;1833;95;82;25
Invest195;1855;96;38;89
Invest282;653;34;50;92
Invest554;1256;65;30;46
Invest532;1333;69;26;2
Invest77;1103;57;1;14
Invest867;1083;56;32;17
Invest723;715;37;13;34
Invest535;1174;61;66;67
Invest235;1528;79;21;66
Invest434;404;21;28;98
Invest697;1294;67;29;7
Invest191;578;30;3;71
Invest741;545;28;95;80
Invest709;1932;100;29;60
Invest159;1935;100;11;85
Invest297;1274;66;75;97
Invest333;1215;63;67;56
Invest166;174;9;97;60
Invest210;694;36;71;63
Invest17;985;51;67;86
Invest665;154;8;79;28
Invest275;424;22;7;48
Invest720;1174;61;50;85
Invest271;273;14;20;99
Invest643;1371;71;41;43
Invest245;1363;71;28;88
Invest492;1543;80;70;55
Invest944;944;49;7;90
Invest160;1025;53;66;40
Invest314;1930;100;94;18
Invest953;965;50;53;47
Invest220;1753;91;68;28
Invest511;275;14;50;67
Invest642;1755;91;85;90
Invest807;1778;92;27;67
Invest224;254;13;36;32
Invest803;754;39;5;51
Invest339;1914;99;83;55
Invest254;1774;92;99;7
Invest108;1178;61;15;24
Invest852;1142;59;72;100
Invest350;1795;93;69;71
Invest290;1083;56;72;68
Invest485;1758;91;97;46
Invest153;1626;84;55;94
Invest362;1120;58;85;13
Invest548;1856;96;42;91
Invest649;1793;93;13;96
Invest829;1585;82;90;34
Invest343;1715;89;100;52
Invest668;1025;53;73;84
Invest422;1584;82;18;90
Invest182;1235;64;28;63
Invest627;1926;100;41;62
Invest27;675;35;93;74
Invest321;325;17;82;49
Invest728;1116;58;80;33
Invest287;1367;71;98;97
Invest576;464;24;33;21
Invest201;1926;100;31;40
Invest23;1524;79;71;54
Invest361;1929;100;6;89
Invest624;1623;84;61;68
Invest486;324;17;28;42
Invest48;794;41;48;39
Invest410;634;33;99;72
Invest678;114;6;58;71
Invest476;1773;92;91;2
Invest396;1563;81;63;13
Invest438;1336;69;2;58
Invest667;135;7;21;27
Invest919;1085;56;24;7
Invest745;1932;100;74;24
Invest382;1412;73;21;90
Invest680;1462;76;42;11
Invest575;344;18;94;93
Invest174;235;12;47;84
Invest268;675;35;37;74
Invest186;813;42;42;88
Invest363;1193;62;80;38
Invest465;1584;82;85;10
Invest787;114;6;97;16
Invest510;1914;99;79;83
Invest285;1622;84;67;99
Invest928;849;44;69;61
Invest840;1156;60;20;92
Invest842;1637;85;68;25
Invest127;444;23;98;59
Invest403;1563;81;29;52
Invest294;1678;87;16;13
Invest464;1174;61;30;62
Invest400;1155;60;68;42
Invest566;1624;84;85;21
Invest29;1623;84;86;81
Invest910;1194;62;65;85
Invest473;424;22;45;83
Invest264;135;7;86;30
Invest498;1582;82;57;75
Invest574;907;47;15;23
Invest459;852;44;54;2
Invest770;1334;69;19;97
Invest82;614;32;13;22
Invest922;1194;62;20;90
Invest557;304;16;43;52
Invest289;1660;86;58;50
Invest884;1215;63;59;84
Invest552;1314;68;44;71
Invest391;1624;84;51;3
Invest2;405;21;62;57
Invest137;694;36;30;45
Invest451;135;7;17;48
Invest463;635;33;61;33
Invest49;484;25;75;98
Invest488;344;18;65;35
Invest795;1543;80;2;27
Invest877;1736;90;53;4
Invest31;254;13;2;95
Invest865;1234;64;85;71
Invest942;736;38;48;34
Invest26;364;19;53;18
Invest30;1295;67;63;46
Invest117;1895;98;69;75
Invest962;1123;58;15;29
Invest932;1565;81;27;39
Invest766;925;48;53;99
Invest783;985;51;45;59
Invest115;755;39;68;32
Invest279;1523;79;94;26
Invest357;964;50;39;38
Invest383;194;10;80;99
Invest534;1314;68;26;68
Invest518;1735;90;49;63
Invest79;614;32;35;72
Invest601;1424;74;60;33
Invest376;1354;70;96;82
Invest130;944;49;22;98
Invest818;1909;99;81;5
Invest395;1504;78;30;91
Invest338;1855;96;48;28
Invest739;1775;92;79;20
Invest381;1755;91;85;99
Invest714;1637;85;46;99
Invest833;754;39;59;21
Invest471;1084;56;73;20
Invest248;1504;78;84;55
Invest258;1467;76;57;44
Invest377;1351;70;75;42
Invest955;1293;67;91;64
Invest621;1545;80;67;95
Invest994;234;12;22;68
Invest490;1563;81;42;76
Invest797;1623;84;66;99
Invest850;194;10;29;21
Invest958;305;16;99;75
Invest906;734;38;83;36
Invest299;654;34;59;95
Invest730;984;51;5;75
Invest820;274;14;33;98
Invest397;1178;61;99;98
Invest203;1855;96;93;58
Invest672;654;34;35;14
Invest365;403;21;86;74
Invest409;864;45;89;49
Invest394;793;41;53;61
Invest188;1141;59;79;35
Invest437;1385;72;95;99
Invest845;1469;76;63;92
Invest975;1078;56;89;36
Invest293;193;10;69;73
Invest43;1665;86;8;29
Invest307;714;37;28;42
Invest406;1384;72;97;84
Invest39;1735;90;22;28
Invest194;1354;70;88;11
Invest706;790;41;17;4
Invest824;214;11;62;32
Invest646;154;8;95;12
Invest346;1624;84;32;22
Invest874;1044;54;37;86
Invest523;174;9;100;76
Invest814;1410;73;1;74
Invest631;1372;71;21;32
Invest545;923;48;84;62
Invest754;522;27;70;69
Invest156;174;9;25;29
Invest384;1544;80;53;53
Invest249;1371;71;11;66
Invest967;1174;61;36;10
Invest711;734;38;54;61
Invest323;344;18;77;95
Invest530;1744;90;20;63
Invest97;594;31;96;51
